Index,src_file,game_name,domain_name,all_variables_defined,all_variables_used,all_preferences_used,setup_objects_used,no_adjacent_once,starts_and_ends_once,variable_not_repeated,no_nested_logicals,pref_forall_correct,correct_predicate_arity
0,interactive-beta.pddl,6172feb1665491d1efbce164-0,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
1,interactive-beta.pddl,5f77754ba932fb2c4ba181d8-2,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,interactive-beta.pddl,614b603d4da88384282967a7-3,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3,interactive-beta.pddl,5bc79f652885710001a0e82a-5,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4,interactive-beta.pddl,614dec67f6eb129c3a77defd-6,medium-objects-room-v1,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0
5,interactive-beta.pddl,615b40bb6cdb0f1f6f291f45-8,few-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
6,interactive-beta.pddl,615452aaabb932ada88ef3ca-9,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,interactive-beta.pddl,57aa430b4cda6e00018420e9-10,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
8,interactive-beta.pddl,5d29412ab711e9001ab74ece-11,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
9,interactive-beta.pddl,613bb29f16252362f4dc11a3-12,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,interactive-beta.pddl,616e5ae706e970fe0aff99b6-13,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,interactive-beta.pddl,609c15fd6888b88a23312c4-14,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
12,interactive-beta.pddl,5f5d6c3cbacc025bf0a03440-15,few-objects-room-v1,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0
13,interactive-beta.pddl,616e4f7a16145200573161a6-16,few-objects-room-v1,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0
14,interactive-beta.pddl,613e4bf960ca68f8de00e5e7-17,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
15,interactive-beta.pddl,60e93f64ec69ecdac3107555-19,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,interactive-beta.pddl,5e2df2855e01ef3e5d01ab58-20,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
17,interactive-beta.pddl,5c79bc94d454af00160e2eee-21,few-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,interactive-beta.pddl,60d432ce6e413e7509dd4b78-22,medium-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
19,interactive-beta.pddl,61267978e96853d3b974ca53-23,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
20,interactive-beta.pddl,5996d2256b939900012d9f22-24,few-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
21,interactive-beta.pddl,606e4eb2a56685e5593304cd-27,few-objects-room-v1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
22,interactive-beta.pddl,610aaf651f5e36d3a76b199f-28,few-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,interactive-beta.pddl,5bb511c6689fc5000149c703-29,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
24,interactive-beta.pddl,5b8c8e7d0c740e00019d55c3-31,few-objects-room-v1,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
25,interactive-beta.pddl,56cb8858edf8da000b6df354-32,many-objects-room-v1,1.0,1.0,1.0,0.8333333333333334,1.0,0.75,1.0,1.0,1.0,1.0
26,interactive-beta.pddl,614e1599db14d8f3a5c1486a-33,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
27,interactive-beta.pddl,615dd68523c38ecff40b29b4-35,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
28,interactive-beta.pddl,5ef4c07dc8437809ba661613-36,few-objects-room-v1,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
29,interactive-beta.pddl,5fa45dc96da3af0b7dcba9a8-37,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
30,interactive-beta.pddl,616abb33ebe1d6112545f76d-38,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
31,interactive-beta.pddl,614fb15adc48d3f9ffcadd41-39,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
32,interactive-beta.pddl,5c71bdec87f8cd0001b458f5-40,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,interactive-beta.pddl,5f8d77f0b348950659f1919e-41,many-objects-room-v1,0.8461538461538461,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
34,interactive-beta.pddl,5edc195a95d5090e1c3f91b-42,few-objects-room-v1,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
35,interactive-beta.pddl,617378aeffbba11d8971051c-43,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,interactive-beta.pddl,60e7044ddc2523fab6cbc0cd-45,many-objects-room-v1,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
37,interactive-beta.pddl,5d5b0dd7c032a2001ad7cf5d-46,few-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,interactive-beta.pddl,5d470786da637a00014ba26f-47,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
39,interactive-beta.pddl,61254c5a6facc8ed023a64de-48,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,interactive-beta.pddl,60ddfb3db6a71ad9ba75e387-49,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
41,interactive-beta.pddl,5f3aee04e30eac7cb73b416e-50,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,interactive-beta.pddl,5ff4a242cbe069bc27d9278b-51,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
43,interactive-beta.pddl,602d84f17cdd707e9caed37a-52,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
44,interactive-beta.pddl,5f0cc31363e0816c1b0db7e1-53,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
45,interactive-beta.pddl,61541833a06877a656163b10-54,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
46,interactive-beta.pddl,5f7654f879a4420e6d20971b-55,few-objects-room-v1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
47,interactive-beta.pddl,604a7e9f84bf0e7937200df5-56,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
48,interactive-beta.pddl,61623853a4ccad551beeb11a-57,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
49,interactive-beta.pddl,5f0a5a99dbbf721316f118e2-58,medium-objects-room-v1,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
50,interactive-beta.pddl,602a1735bf92e79a5e7cb632-59,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,interactive-beta.pddl,6086efbd71dc51bb8d6a1a5e-61,many-objects-room-v1,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
52,interactive-beta.pddl,601c84e07ab4907ded068d0d-62,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
53,interactive-beta.pddl,60bb3b463887c2f9d1385cce-63,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
54,interactive-beta.pddl,5aeb24e22bd17300018779f2-64,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
55,interactive-beta.pddl,56cf6e8d31a5bc0006e1cdf5-65,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
56,interactive-beta.pddl,5f806f22e8159d0913945e35-66,medium-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0
57,interactive-beta.pddl,60feca537ed1de34c8ddbbab-67,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0
58,interactive-beta.pddl,61262b36d0426eaefdb70725-69,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,interactive-beta.pddl,5fbbf3f438be4c025df6cdd4-70,many-objects-room-v1,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.5,1.0
60,interactive-beta.pddl,60a696c3afad1b7f16b0c744-71,many-objects-room-v1,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0
61,interactive-beta.pddl,5fa23c9b64b18a4067cc842e-72,many-objects-room-v1,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
62,interactive-beta.pddl,60ef5b1cf52939a80af77543-73,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,interactive-beta.pddl,613bd3a683a2ac56a4119aa6-74,many-objects-room-v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,interactive-beta.pddl,612fc78547802a3f177e0d53-75,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
65,interactive-beta.pddl,5d0ba121619661001a7f4fe6-76,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0
66,interactive-beta.pddl,616da508e4014f74f43c8433-77,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
67,interactive-beta.pddl,5eeb326764eb142830aa5cfb-78,medium-objects-room-v1,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0
68,interactive-beta.pddl,5ba855d47c0ebe0001272f70-79,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
69,interactive-beta.pddl,5ea3a20ac30a773368592f9e-80,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
70,interactive-beta.pddl,5fdee4d96a36576ca62e4518-81,many-objects-room-v1,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
71,interactive-beta.pddl,6172378d423fdf1acdc2d212-82,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
72,interactive-beta.pddl,5bdfb648484288000130dad0-83,many-objects-room-v1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
73,interactive-beta.pddl,61272733b6c8fe076880e02c-85,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
74,interactive-beta.pddl,6158d01f302cf46b673dd597-87,few-objects-room-v1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
75,interactive-beta.pddl,5fefd5b2173bfbe890bc98ed-88,few-objects-room-v1,1.0,1.0,1.0,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0
76,interactive-beta.pddl,6103ec2bf88328284fd894bc-89,medium-objects-room-v1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
77,interactive-beta.pddl,5f511e9381da7d30c91a46a2-90,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
78,interactive-beta.pddl,60a6ba026f8bd75b67b23c97-93,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
79,interactive-beta.pddl,5cdad620eae6f70019d4e950-94,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0
80,interactive-beta.pddl,5b6a87d2cda8590001db8e07097-97,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
81,interactive-beta.pddl,5f038dc85819b15b08840dfd0-98,medium-objects-room-v1,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
82,interactive-beta.pddl,5fbd9bcc54453f1b0b28d89a-99,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
83,interactive-beta.pddl,5c7ceda01d2afc0001f4ad1d-100,medium-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
84,interactive-beta.pddl,61093eae2bc2e47e6f26c7d7-101,few-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0
85,interactive-beta.pddl,5b94d723839c0a00010f88d9-103,few-objects-room-v1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
86,interactive-beta.pddl,6106ac34408681f3b0d07396-104,few-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
87,interactive-beta.pddl,61015f63f9a351d3171a0f98-105,few-objects-room-v1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
88,interactive-beta.pddl,5d67b6d92b7448000173d95a-106,few-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
89,interactive-beta.pddl,5f0af097e7d15b3bf7734642-108,medium-objects-room-v1,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
90,interactive-beta.pddl,5f9aba6600cdf11f1c9b915c-109,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
91,interactive-beta.pddl,6123dcdd95e4f8afd71928a3-110,few-objects-room-v1,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
92,interactive-beta.pddl,6005e777d1d8768d5808b5fd-113,few-objects-room-v1,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0
93,interactive-beta.pddl,61087e4fc006ee7d6be38641-114,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
94,interactive-beta.pddl,5e606b1eaf84e83c728748d7-115,medium-objects-room-v1,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0
95,interactive-beta.pddl,60bb404e01d599dfb1c3d71c-116,medium-objects-room-v1,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0
96,interactive-beta.pddl,613e18e92e4ed15176362aa2-117,medium-objects-room-v1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
97,interactive-beta.pddl,5e73ded1027e893642055f86-118,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
98,ast-mle-samples.pddl,game-id-0,medium-objects-room-v1,1.0,0.75,1.0,0.0,0.5,0.0,0.8181818181818181,0.8214285714285714,0.6666666666666666,0.40909090909090906
99,ast-mle-samples.pddl,game-id-1,medium-objects-room-v1,1.0,0.6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4
100,ast-mle-samples.pddl,game-id-2,many-objects-room-v1,1.0,0.75,1.0,0.0,1.0,0.0,0.5,0.8461538461538461,0.0,0.33333333333333337
101,ast-mle-samples.pddl,game-id-3,many-objects-room-v1,1.0,0.375,0.3333333333333333,1.0,1.0,0.0,0.6666666666666667,0.75,0.0,0.5
102,ast-mle-samples.pddl,game-id-4,few-objects-room-v1,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
103,ast-mle-samples.pddl,game-id-5,medium-objects-room-v1,1.0,0.4,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.6
104,ast-mle-samples.pddl,game-id-6,many-objects-room-v1,1.0,0.4666666666666667,1.0,0.0,1.0,1.0,0.9230769230769231,0.8235294117647058,0.0,0.7692307692307692
105,ast-mle-samples.pddl,game-id-7,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,0.5714285714285714,0.8888888888888888,0.0,0.1428571428571429
106,ast-mle-samples.pddl,game-id-8,many-objects-room-v1,1.0,0.2857142857142857,0.3333333333333333,0.0,1.0,0.0,0.6,1.0,0.0,0.8
107,ast-mle-samples.pddl,game-id-9,medium-objects-room-v1,1.0,0.5714285714285714,0.6666666666666666,1.0,0.6666666666666667,0.3333333333333333,0.88,0.8181818181818181,0.0,0.43999999999999995
108,ast-mle-samples.pddl,game-id-10,many-objects-room-v1,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,0.0,0.19999999999999996
109,ast-mle-samples.pddl,game-id-11,many-objects-room-v1,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,0.8,0.6666666666666667,0.0,0.6
110,ast-mle-samples.pddl,game-id-12,many-objects-room-v1,1.0,0.05555555555555555,1.0,0.10526315789473684,1.0,1.0,0.75,1.0,0.0,0.0
111,ast-mle-samples.pddl,game-id-13,many-objects-room-v1,1.0,0.5,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0
112,ast-mle-samples.pddl,game-id-14,medium-objects-room-v1,1.0,0.75,1.0,0.5,1.0,0.0,0.33333333333333337,1.0,0.0,0.6666666666666667
113,ast-mle-samples.pddl,game-id-15,few-objects-room-v1,1.0,0.8,1.0,0.0,0.33333333333333337,0.0,0.7916666666666666,0.75,0.0,0.5416666666666667
114,ast-mle-samples.pddl,game-id-16,many-objects-room-v1,1.0,0.5,1.0,0.3333333333333333,1.0,0.0,0.9166666666666666,0.7272727272727273,0.0,0.6666666666666667
115,ast-mle-samples.pddl,game-id-17,few-objects-room-v1,1.0,0.6666666666666666,0.5,0.0,1.0,0.5,0.875,1.0,0.0,0.875
116,ast-mle-samples.pddl,game-id-18,many-objects-room-v1,1.0,0.5,0.6,0.0,0.4,0.2,0.7272727272727273,0.9090909090909091,0.5,0.36363636363636365
117,ast-mle-samples.pddl,game-id-19,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,0.0,0.625,1.0,0.0,0.375
118,ast-mle-samples.pddl,game-id-20,many-objects-room-v1,1.0,0.6666666666666666,0.5,0.0,0.5,0.0,0.7272727272727273,0.6,0.0,0.36363636363636365
119,ast-mle-samples.pddl,game-id-21,medium-objects-room-v1,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
120,ast-mle-samples.pddl,game-id-22,few-objects-room-v1,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.8571428571428572,0.0,0.16666666666666663
121,ast-mle-samples.pddl,game-id-23,many-objects-room-v1,1.0,0.5,0.5,0.0,0.5,0.5,0.7,1.0,1.0,0.7
122,ast-mle-samples.pddl,game-id-24,few-objects-room-v1,1.0,0.625,1.0,0.2222222222222222,1.0,0.0,0.7777777777777778,0.8571428571428572,0.0,0.5555555555555556
123,ast-mle-samples.pddl,game-id-25,many-objects-room-v1,1.0,0.23076923076923078,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.4285714285714286
124,ast-mle-samples.pddl,game-id-26,few-objects-room-v1,1.0,0.5,1.0,0.0,1.0,0.0,0.625,1.0,0.0,0.25
125,ast-mle-samples.pddl,game-id-27,medium-objects-room-v1,1.0,0.5555555555555556,0.5,0.0,0.5,0.4,0.6,1.0,0.0,0.6666666666666667
126,ast-mle-samples.pddl,game-id-28,many-objects-room-v1,1.0,0.5,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.368421052631579,0.8461538461538461,0.0,0.4736842105263158
127,ast-mle-samples.pddl,game-id-29,medium-objects-room-v1,1.0,0.38461538461538464,1.0,0.5,0.5,0.0,0.5925925925925926,0.7083333333333333,0.0,0.5925925925925926
128,ast-mle-samples.pddl,game-id-30,many-objects-room-v1,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5
129,ast-mle-samples.pddl,game-id-31,medium-objects-room-v1,1.0,0.4444444444444444,1.0,0.25,0.0,0.0,0.8181818181818181,1.0,0.0,0.4545454545454546
130,ast-mle-samples.pddl,game-id-32,many-objects-room-v1,1.0,0.4444444444444444,0.4,0.0,0.6,0.0,0.84,0.9333333333333333,0.25,0.56
131,ast-mle-samples.pddl,game-id-33,medium-objects-room-v1,1.0,0.8,0.3333333333333333,0.0,0.6666666666666667,0.0,0.7619047619047619,0.7692307692307692,0.0,0.38095238095238093
132,ast-mle-samples.pddl,game-id-34,medium-objects-room-v1,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9,0.3333333333333333,0.5294117647058824
133,ast-mle-samples.pddl,game-id-35,medium-objects-room-v1,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,0.8888888888888888,1.0,0.0,0.6666666666666667
134,ast-mle-samples.pddl,game-id-36,medium-objects-room-v1,1.0,0.4,0.5,0.25,0.5,0.5,1.0,1.0,0.5,0.2727272727272727
135,ast-mle-samples.pddl,game-id-37,few-objects-room-v1,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,0.7777777777777778,0.75,0.0,0.4444444444444444
136,ast-mle-samples.pddl,game-id-38,many-objects-room-v1,1.0,0.36363636363636365,1.0,0.2727272727272727,1.0,0.0,0.9166666666666666,1.0,0.0,0.6666666666666667
137,ast-mle-samples.pddl,game-id-39,medium-objects-room-v1,1.0,0.75,1.0,0.5,1.0,0.0,0.8055555555555556,0.9411764705882353,1.0,0.5277777777777778
138,ast-mle-samples.pddl,game-id-40,medium-objects-room-v1,1.0,0.3333333333333333,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5
139,ast-mle-samples.pddl,game-id-41,many-objects-room-v1,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
140,ast-mle-samples.pddl,game-id-42,few-objects-room-v1,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666667,0.5,0.6428571428571428,0.8333333333333334,0.0,0.5
141,ast-mle-samples.pddl,game-id-43,many-objects-room-v1,1.0,0.4,0.5,0.0,1.0,0.0,0.7142857142857143,1.0,1.0,0.4285714285714286
142,ast-mle-samples.pddl,game-id-44,few-objects-room-v1,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.0,1.0,0.8823529411764706,0.0,0.2857142857142857
143,ast-mle-samples.pddl,game-id-45,many-objects-room-v1,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5
144,ast-mle-samples.pddl,game-id-46,many-objects-room-v1,1.0,0.625,1.0,0.0,1.0,0.3333333333333333,0.8285714285714285,0.8076923076923077,0.6666666666666666,0.5142857142857142
145,ast-mle-samples.pddl,game-id-47,many-objects-room-v1,1.0,1.0,0.0,0.0,0.5,0.75,0.8536585365853658,0.8205128205128205,0.0,0.4878048780487805
146,ast-mle-samples.pddl,game-id-48,few-objects-room-v1,1.0,0.5555555555555556,0.6666666666666666,1.0,0.33333333333333337,0.5,1.0,1.0,0.6666666666666666,0.6666666666666667
147,ast-mle-samples.pddl,game-id-49,many-objects-room-v1,1.0,0.3125,0.5,0.16666666666666666,1.0,0.0,0.6666666666666667,1.0,1.0,0.7333333333333334
148,ast-mle-samples.pddl,game-id-50,many-objects-room-v1,1.0,0.5,1.0,0.25,1.0,0.0,1.0,0.8571428571428572,0.0,0.8571428571428572
149,ast-mle-samples.pddl,game-id-51,many-objects-room-v1,1.0,0.6,1.0,0.75,0.5,1.0,0.7272727272727273,1.0,0.5,0.4545454545454546
150,ast-mle-samples.pddl,game-id-52,medium-objects-room-v1,1.0,1.0,0.5,1.0,0.5,0.0,0.736842105263158,0.6363636363636364,0.0,0.26315789473684215
151,ast-mle-samples.pddl,game-id-53,few-objects-room-v1,1.0,0.2727272727272727,1.0,0.2222222222222222,1.0,0.0,0.7142857142857143,1.0,0.0,0.4285714285714286
152,ast-mle-samples.pddl,game-id-54,medium-objects-room-v1,1.0,0.5,1.0,1.0,0.0,0.0,0.75,1.0,0.0,0.25
153,ast-mle-samples.pddl,game-id-55,many-objects-room-v1,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.6666666666666667,0.8,0.0,0.5
154,ast-mle-samples.pddl,game-id-56,medium-objects-room-v1,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5
155,ast-mle-samples.pddl,game-id-57,medium-objects-room-v1,1.0,1.0,1.0,0.0,1.0,0.0,0.8,1.0,0.0,0.5
156,ast-mle-samples.pddl,game-id-58,few-objects-room-v1,1.0,0.36363636363636365,0.5,0.3333333333333333,1.0,0.5,0.8,1.0,1.0,0.5
157,ast-mle-samples.pddl,game-id-59,medium-objects-room-v1,1.0,0.631578947368421,1.0,0.1111111111111111,0.0,1.0,0.9285714285714286,0.9,0.0,0.5357142857142857
158,ast-mle-samples.pddl,game-id-60,few-objects-room-v1,1.0,0.5384615384615384,0.5,0.6666666666666666,0.5,0.6666666666666666,0.736842105263158,0.7857142857142857,0.3333333333333333,0.5789473684210527
159,ast-mle-samples.pddl,game-id-61,few-objects-room-v1,1.0,0.23529411764705882,1.0,0.2631578947368421,0.0,1.0,0.7777777777777778,0.8125,0.0,0.5555555555555556
160,ast-mle-samples.pddl,game-id-62,medium-objects-room-v1,0.0,0.0,1.0,0.0,1.0,0.0,0.33333333333333337,1.0,0.0,0.33333333333333337
161,ast-mle-samples.pddl,game-id-63,medium-objects-room-v1,1.0,0.42857142857142855,1.0,0.25,1.0,0.0,0.8235294117647058,0.9615384615384616,0.0,0.3529411764705882
162,ast-mle-samples.pddl,game-id-64,many-objects-room-v1,1.0,0.3076923076923077,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.5714285714285714
163,ast-mle-samples.pddl,game-id-65,many-objects-room-v1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5
164,ast-mle-samples.pddl,game-id-66,many-objects-room-v1,1.0,1.0,0.5,0.0,1.0,0.0,0.6666666666666667,0.8,0.5,0.6666666666666667
165,ast-mle-samples.pddl,game-id-67,few-objects-room-v1,1.0,0.8,0.5,1.0,1.0,0.0,0.6923076923076923,0.7777777777777778,0.0,0.5384615384615384
